"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
462889,"December 10, 2015",Kentucky,Georgetown,"385 Cherry Blossom Way",0,0,N/A
463672,"December 10, 2015",Texas,Dallas,N/A,0,1,N/A
463261,"December 10, 2015",Texas,Houston,"5300 block of West Gulf Bank",0,1,N/A
463370,"December 10, 2015",Texas,"San Antonio","8300 block of Shoal Creek",0,1,N/A
828074,"December 10, 2015",Arizona,"Camp Verde",N/A,0,0,N/A
462496,"December 10, 2015",Texas,"Universal City","300 block of Madrid",1,0,N/A
463821,"December 10, 2015","South Dakota","Sioux Falls","4901 E. 54th St",0,0,N/A
462816,"December 9, 2015",Illinois,"Hoffman Estates","2800 block of Greens Point Parkway",1,0,N/A
462233,"December 9, 2015",Texas,Dallas,"4900 block of South Buckner Boulevard",1,0,N/A
474408,"December 9, 2015",Arizona,Sahuarita,N/A,0,0,N/A
474405,"December 9, 2015",Ohio,Lakewood,"South Lane Drive",0,0,N/A
462090,"December 9, 2015",Florida,Bradenton,"206 2nd Street East",0,0,N/A
461766,"December 8, 2015",Washington,Puyallup,"900 block of 18th Avenue Southwest",1,0,N/A
461582,"December 8, 2015",Tennessee,Jackson,"100 block of Lockwood Street",0,1,N/A
462575,"December 8, 2015",Alabama,Huntsville,"Alaska Avenue",0,1,N/A
462876,"December 8, 2015","New York","Staten Island","Gordon Street",0,1,N/A
474480,"December 8, 2015",Massachusetts,"Lanesboro (Hancock)",N/A,0,1,N/A
474402,"December 8, 2015",Indiana,Franklin,N/A,0,0,N/A
462365,"December 8, 2015",Massachusetts,Springfield,"32 Brandon Avenue",0,1,N/A
460789,"December 7, 2015",Utah,"Salt Lake City","800 North and 900 West",0,1,N/A
461294,"December 7, 2015",Illinois,Chicago,"5100 block of South Emerald Avenue",0,1,N/A
460438,"December 7, 2015",Arkansas,Kingston,N/A,1,0,N/A
474473,"December 7, 2015",Kansas,Winchester,"150th St and Wallace Rd",1,0,N/A
460192,"December 6, 2015",Louisiana,"New Orleans","7300 block of Brevard Street",0,1,N/A
460137,"December 6, 2015",Ohio,Cincinnati,"2600 block of Price Avenue",0,1,N/A
474452,"December 6, 2015",Georgia,Conyers,"Frontier Drive",0,1,N/A
460012,"December 6, 2015","New York",Syracuse,N/A,0,1,N/A
461164,"December 6, 2015",Massachusetts,Easton,"Village Street",0,1,N/A
464445,"December 6, 2015",Iowa,Winfield,N/A,0,1,N/A
464439,"December 6, 2015",Iowa,Dundee,N/A,0,1,N/A
465969,"December 6, 2015",Minnesota,Stewartville,"2200 block of Petersen Drive N.W.",0,0,N/A
474471,"December 6, 2015",Michigan,"Houghton Lake",N/A,0,1,N/A
474469,"December 6, 2015",Oklahoma,Owasso,"13400 blk. E. 89th Pl. N.",0,1,N/A
474467,"December 6, 2015",Illinois,"Mount Vernon","300 block of South Fourth Street",0,0,N/A
460633,"December 6, 2015","New York",Willet,"Route 221",0,1,N/A
459897,"December 5, 2015",Minnesota,Moorhead,"605 24th Ave. S",0,1,N/A
459880,"December 5, 2015",Georgia,Atlanta,"2051 Flat Shoals Road SE",0,1,N/A
460139,"December 5, 2015",Colorado,Englewood,"South Santa Fe Drive",1,0,N/A
459778,"December 5, 2015",Ohio,Dayton,"600 block of Hulbert Avenue",0,1,N/A
460401,"December 5, 2015",California,Stockton,N/A,0,1,N/A
459992,"December 5, 2015","New York",Buffalo,"Colfax Avenue",0,1,N/A
459660,"December 5, 2015",Arizona,Phoenix,"1826 West McDowell Road",0,1,N/A
465427,"December 5, 2015",California,Modesto,"145 Woodrow Avenue",0,1,N/A
474465,"December 5, 2015",Pennsylvania,Carlisle,"800 block of Easy Rd",0,0,N/A
459773,"December 4, 2015",Illinois,Rockford,"800 block of Tanner St",1,0,N/A
459182,"December 4, 2015",Louisiana,"Baton Rouge","2323 Spain St",1,0,N/A
459770,"December 4, 2015",Oregon,Roseburg,"511 S.E. Stephens St.",0,1,N/A
469236,"December 4, 2015",Utah,"Spanish Fork (Lake Shore)",N/A,1,0,N/A
459107,"December 4, 2015",Texas,Converse,"2661 N Graytown Rd",0,1,N/A
464118,"December 4, 2015",Georgia,"Fannin (county)",N/A,0,1,N/A
460603,"December 4, 2015","New York","Penn Yan","Gray Rd",0,0,N/A
459147,"December 3, 2015",Texas,Oilton,FM2050,1,0,N/A
458902,"December 3, 2015",Ohio,Columbus,"700 block of Kelton Avenue",0,1,N/A
461355,"December 3, 2015","New York","Niagara Falls","2200 block of Cudaback",0,1,N/A
460031,"December 3, 2015","New York",Bronx,"1738 East Gun Hill",0,0,N/A
458995,"December 3, 2015",Florida,"Boynton Beach","Gateway Boulevard",0,1,N/A
459308,"December 3, 2015",Ohio,Toledo,"5800 block of Rambo Lane",0,1,N/A
458980,"December 3, 2015",Kansas,Hutchinson,"500 block of East Third Street",0,1,N/A
464760,"December 2, 2015",Ohio,Columbus,N/A,0,1,N/A
458150,"December 2, 2015","New York",Cicero,"5650 East Circle Drive",0,1,N/A
458988,"December 2, 2015",Ohio,Vincent,"Bell Rd",0,1,N/A
457157,"December 2, 2015","New York","Corona (Queens)","Rockaway Boulevard and 128th",0,2,N/A
458986,"December 2, 2015",Ohio,Lowell,"Highland Ridge and OH 530",0,1,N/A
458983,"December 2, 2015",Arkansas,Fayetteville,"Althea Drive",0,1,N/A
457160,"December 2, 2015",Michigan,Dowagiac,"126 Front Street",0,1,N/A
457846,"December 1, 2015",Wyoming,Casper,"5th Street",0,1,N/A
458355,"December 1, 2015","New Hampshire",Raymond,"Wendover Lane",0,0,N/A
457861,"December 1, 2015",Connecticut,"New Haven","James Street and Saltonstall Avenue",0,1,N/A
455551,"November 30, 2015",Pennsylvania,Mckeesport,"900 block of Fifth Avenue",0,1,N/A
455891,"November 30, 2015",Tennessee,Nashville,"84 Whitsett Road",0,1,N/A
456054,"November 30, 2015",Kentucky,Lexington,"Augusta Drive",0,1,N/A
455142,"November 29, 2015",Washington,Everett,"12400 block of Admiralty Way",0,1,N/A
455257,"November 29, 2015",Indiana,Indianapolis,"10000 block of Shelbyville Road",0,1,N/A
455822,"November 29, 2015",Wisconsin,Spencer,"900 block of Century Road",1,0,N/A
456056,"November 29, 2015",Wisconsin,"West Sweden",N/A,0,1,N/A
455700,"November 29, 2015","North Carolina",Goldsboro,"Capps Bridge Rd",1,0,N/A
455172,"November 29, 2015",Michigan,Detroit,"5900 block of Yorkshire",0,1,N/A
456030,"November 29, 2015",Washington,Centralia,N/A,0,1,N/A
455601,"November 29, 2015",Minnesota,"Squaw Lake","Natures Lake Path",1,0,N/A
455323,"November 28, 2015",Pennsylvania,"Shavertown (Jackson Twp)","100 block of Queen Street",0,0,N/A
455284,"November 28, 2015","North Carolina",Wilmington,"1600 block of West Drive",0,1,N/A
455588,"November 28, 2015",Indiana,Hudson,N/A,0,1,N/A
454702,"November 28, 2015",Indiana,Gary,"3900 block of West 21st Avenue",1,0,N/A
455171,"November 28, 2015",Ohio,Cambridge,N/A,0,0,N/A
454770,"November 28, 2015","New York",Rome,"519 West Dominick",1,0,N/A
468702,"November 28, 2015",California,Fresno,"California and Maple avenues",0,1,N/A
473535,"November 28, 2015",Maryland,"Port Tobacco",N/A,0,1,N/A
454944,"November 28, 2015",Georgia,Bogart,"Rocky Branch Rd",0,1,N/A
455595,"November 28, 2015",Arizona,"Casa Grande","9000 South Isom Road",0,1,N/A
471286,"November 28, 2015","New York",Arcade,"Michigan Road",0,0,N/A
454699,"November 28, 2015",Georgia,Atlanta,"1041 Martin Street SE",1,0,N/A
455755,"November 28, 2015",Arkansas,Jonesboro,"710 N. Caraway Road",1,0,N/A
455030,"November 27, 2015",Florida,"West Palm Beach","1601 W 37th St",1,0,N/A
454137,"November 27, 2015",Florida,"Saint Augustine","3021 Agricultural Center Drive",0,1,N/A
460684,"November 27, 2015","New York",Canton,"34 Cornell Drive",0,0,N/A
455196,"November 27, 2015","New York",Falconer,"East Elmwood Avenue",0,1,N/A
1558611,"November 27, 2015",Wisconsin,"Jackson (county)",N/A,0,1,N/A
454018,"November 26, 2015",Pennsylvania,Columbia,"4339 Fairview Road",0,1,N/A
454216,"November 26, 2015",Indiana,Evansville,"6625 E Lloyd Expy",0,1,N/A
453701,"November 26, 2015",Virginia,Elliston,"5100 block of Duke Lane",0,1,N/A
454190,"November 26, 2015","New Jersey",Parsippany,"Route 46 East",0,1,N/A
454747,"November 26, 2015",Ohio,Baltic,"102 Baltic Haus Drive",0,1,N/A
454128,"November 26, 2015",Indiana,Indianapolis,N/A,0,1,N/A
453493,"November 25, 2015",Connecticut,Colchester,"Middletown and Bigelow Road",0,1,N/A
453738,"November 25, 2015",Pennsylvania,Uniontown,"114 Pershing Court",0,1,N/A
453727,"November 25, 2015",Iowa,Laurel,N/A,0,1,N/A
453993,"November 25, 2015",California,Paradise,"Pearson Road",1,0,N/A
453801,"November 25, 2015",Wisconsin,Hayward,"Gurno Lake Road",1,0,N/A
456187,"November 25, 2015",Arkansas,"Little Rock","2701 Kavanaugh",0,0,N/A
453723,"November 24, 2015",Iowa,Toledo,"100 block of E Carleton St",0,2,N/A
456690,"November 24, 2015",Wisconsin,"River Falls","1119 State Street",0,0,N/A
453252,"November 24, 2015",Maine,Limerick,"Elm Street",0,1,N/A
452756,"November 24, 2015","North Carolina",Raleigh,"4204 Ferriday Court",0,1,N/A
452988,"November 24, 2015",Louisiana,"Baton Rouge","5000 block of Florida Street",0,1,N/A
452691,"November 23, 2015",Wisconsin,"Mount Morris","24th Road and Brown Deer Ave",1,0,N/A
1558591,"November 23, 2015",Wisconsin,Manitowoc,N/A,0,1,N/A
452597,"November 23, 2015",Iowa,"Council Bluffs","500 block of Bluff Street",0,0,N/A
453159,"November 23, 2015",Ohio,Marion,"378 Nunin Court",0,1,N/A
451834,"November 23, 2015",California,Oceanside,"Thomas Street near Thunder Drive",0,1,N/A
452996,"November 23, 2015",Indiana,Story,N/A,0,1,N/A
452290,"November 23, 2015",Illinois,Chicago,"1500 block of South Tripp Avenue",0,1,N/A
452537,"November 23, 2015",Ohio,Newark,"North St",0,1,N/A
451875,"November 22, 2015",Pennsylvania,Gilbertsville,"400 block of Windy Hill Rd",0,1,N/A
451847,"November 22, 2015",Wisconsin,Caledonia,N/A,1,0,N/A
456743,"November 22, 2015",Wyoming,"Big Horn (county)",N/A,0,1,N/A
451295,"November 22, 2015",Wisconsin,"Stratford (Emmet)","4900 block of Highway 153",0,1,N/A
452506,"November 22, 2015",Florida,"Miami Beach","5173 Alton Road",0,0,N/A
739360,"November 22, 2015",Pennsylvania,Slatington,"State Game Lands Number 217",0,1,N/A
451096,"November 21, 2015",Ohio,Cleveland,"East 74th Street and Superior Avenue",0,1,N/A
451380,"November 21, 2015",Pennsylvania,Lehighton,"1435 Germans Rd.",0,1,N/A
451845,"November 21, 2015",Wisconsin,"Rock (county)",N/A,0,1,N/A
451245,"November 21, 2015",Tennessee,Goodlettsville,"452 Moss Trail",1,0,N/A
451055,"November 21, 2015","New York",Cassadaga,"Meadows Rd",0,1,N/A
451072,"November 21, 2015",Texas,"Humble (Atascocita)","18000 block of Yaupon Trl",1,0,N/A
452413,"November 21, 2015",Arkansas,Conway,"1470 Champions Drive",0,1,N/A
451860,"November 21, 2015",Tennessee,Dunlap,"Blue Sewanee Rd",0,1,N/A
451732,"November 21, 2015",Pennsylvania,Ridgway,N/A,0,1,N/A
451293,"November 21, 2015",Pennsylvania,Morrisdale,"Route 53",0,1,N/A
456765,"November 21, 2015",Colorado,Denver,N/A,1,0,N/A
454608,"November 21, 2015",Georgia,Jefferson,N/A,0,1,N/A
450954,"November 20, 2015",Georgia,Savannah,"1300 block of East 54th",0,1,N/A
452994,"November 20, 2015",Missouri,Sikeston,"300 block of East Gladys Street",0,1,N/A
450939,"November 20, 2015",Kansas,"Overland Park","8900 block of Reeder Road",1,0,N/A
450156,"November 19, 2015","West Virginia","Saint Albans","2515 MacCorkle Ave.",0,1,N/A
450164,"November 19, 2015",Louisiana,"New Orleans","4700 block of Schindler Drive",0,1,N/A
450520,"November 19, 2015",Virginia,Bohannon,"The Long Ln and Myrtle Grove Ln",1,0,N/A
450122,"November 19, 2015",Indiana,Indianapolis,"300 block of South Holmes Avenue",0,1,N/A
450382,"November 19, 2015",Texas,"Lubbock (county)",N/A,0,1,N/A
450883,"November 19, 2015",Louisiana,"Saint Gabriel (Iberville)","Stassi Rd.",1,0,N/A
450463,"November 19, 2015",Florida,"Port Saint Lucie","7160 Maidstone Dr",1,0,N/A
450012,"November 18, 2015",Colorado,"Colorado Springs","2500 Hancock Expressway",0,1,N/A
449691,"November 18, 2015",Arkansas,"Little Rock","3401 Lamar Street",1,0,N/A
449633,"November 18, 2015","North Carolina",Hickory,"Flameview Ave",0,1,N/A
450336,"November 18, 2015","New Mexico",Albuquerque,"2520 Juan Tabo Boulevard N.E.",0,1,N/A
450290,"November 17, 2015",Indiana,Portland,"1600 block of N 600 E",0,1,N/A
449253,"November 17, 2015",Illinois,Chicago,"8600 block of South Aberdeen Avenue",0,1,N/A
448947,"November 17, 2015",Arkansas,Benton,"Nelson Court",1,0,N/A
447977,"November 16, 2015",Oregon,Albany,"Millersburg Dr NE and Sedona Rd",1,0,N/A
448331,"November 16, 2015",Maine,Bath,"Route 1",1,0,N/A
449484,"November 16, 2015",California,Watsonville,N/A,0,1,N/A
462969,"November 16, 2015",Washington,Tacoma,N/A,0,1,N/A
447584,"November 15, 2015",Pennsylvania,York,"200 block of North Richland Avenue",1,0,N/A
447949,"November 15, 2015",Michigan,Casco,"Hessen Rd",0,1,N/A
447844,"November 15, 2015",Michigan,Homer,"22000 block of W Dr S",0,1,N/A
448110,"November 15, 2015","South Carolina","Rock Hill","Amelia Avenue",1,0,N/A
448033,"November 15, 2015",Oklahoma,Afton,"E 310 Rd and OK 85",0,1,N/A
447946,"November 15, 2015",Vermont,Milton,"Cadreact Road",0,1,N/A
447893,"November 14, 2015",Minnesota,Holdingford,"14211 County Road 17",0,1,N/A
449206,"November 14, 2015",Oregon,Lebanon,"500 block N. Santiam Highway",0,1,N/A
450307,"November 14, 2015","South Dakota","Rosebud (Yankton Indian Reservation)",N/A,1,0,N/A
448389,"November 14, 2015",Minnesota,"Detroit Lakes",N/A,0,1,N/A
448046,"November 14, 2015",Arkansas,Lockesburg,"376 Arkansas 24",1,0,N/A
447352,"November 14, 2015",Tennessee,"Fall Branch","16675 Kingsport Hwy",0,1,N/A
448155,"November 13, 2015",Minnesota,Oronoco,N/A,0,1,N/A
446866,"November 13, 2015","New York","North Babylon","Greenwood Drive",0,1,N/A
446845,"November 13, 2015",Louisiana,Greenwood,N/A,0,1,N/A
446763,"November 13, 2015",Georgia,Atlanta,"1685 Marietta Boulevard",0,1,N/A
447119,"November 13, 2015","South Carolina",Greenwood,"Highway 72",0,0,N/A
446531,"November 12, 2015","New York","Owls Head","Camp Road",0,1,N/A
447721,"November 12, 2015",Nebraska,Lincoln,N/A,0,1,N/A
446569,"November 12, 2015","New York",Bronx,"363 East 171st Street",1,0,N/A
446440,"November 12, 2015","New York",Malone,N/A,0,1,N/A
446425,"November 12, 2015",Alabama,Birmingham,"600 block of Cambridge Street",0,1,N/A
446363,"November 12, 2015",Illinois,Chicago,"9000 block of South Bishop",0,1,N/A
446069,"November 12, 2015",Texas,Midland,"Neely Avenue",0,1,N/A
445821,"November 11, 2015",Florida,Deltona,"Bannock Terrace",0,1,N/A
446006,"November 11, 2015",Georgia,Jackson,"500 block of Carr Avenue",1,0,N/A
445637,"November 11, 2015",Arkansas,"Sulphur Rock","480 N Main St",0,1,N/A
446843,"November 11, 2015",Texas,Killeen,"619 BIshop Drive",0,1,N/A
446611,"November 10, 2015",Washington,Yakima,"South 51st Avenue",0,1,N/A
448262,"November 10, 2015","New York","Staten Island","970 Richmond Avenue",0,0,N/A
445489,"November 10, 2015",Connecticut,Windham,"64 Windham Center Road",0,1,N/A
445388,"November 9, 2015",Nebraska,"Fort Calhoun",N/A,0,1,N/A
444570,"November 9, 2015",Kansas,"Baldwin City",N/A,0,1,N/A
444725,"November 9, 2015",Michigan,Detroit,"6600 block of Barton Street",1,0,N/A
